DAY, TIME, API, PLATFORM, LANGUAGE, ACTIVITY, FILESIZE, LATENCY, MEMORY, CPUTIME
"2016-04-14","01:09:51","multicloud","aws","python","download","155","5625.80609322","19072","0.14"
"2016-04-14","01:09:59","multicloud","aws","python","download","155","6889.31488991","18952","0.14"
"2016-04-14","01:10:06","multicloud","aws","python","download","155","5626.27387047","19068","0.15"
"2016-04-14","01:10:13","multicloud","aws","python","download","155","6227.58102417","19048","0.14"
"2016-04-14","01:10:21","multicloud","aws","python","download","155","6448.25720787","18960","0.14"
"2016-04-14","01:10:28","multicloud","aws","python","download","155","5769.82092857","19068","0.14"
"2016-04-14","01:10:35","multicloud","aws","python","download","155","5944.97394562","19156","0.15"
"2016-04-14","01:10:42","multicloud","aws","python","download","155","5528.80907059","19080","0.15"
"2016-04-14","01:10:49","multicloud","aws","python","download","155","5558.31003189","19124","0.14"
"2016-04-14","01:10:55","multicloud","aws","python","download","155","5546.26107216","18956","0.14"
"2016-04-14","01:11:04","multicloud","aws","python","download","155","7333.21213722","19000","0.14"
"2016-04-14","01:11:11","multicloud","aws","python","download","155","6286.96084023","19088","0.14"
"2016-04-14","01:11:18","multicloud","aws","python","download","155","6042.93489456","19064","0.14"
"2016-04-14","01:11:23","multicloud","aws","python","download","155","3715.01898766","19088","0.14"
"2016-04-14","01:11:30","multicloud","aws","python","download","155","5813.21310997","19076","0.14"
"2016-04-14","01:11:35","multicloud","aws","python","download","155","3588.45710754","18960","0.14"
"2016-04-14","02:00:05","multicloud","aws","python","upload","310","2370.04303932","19252","0.1"
"2016-04-14","02:00:07","nativa","aws","python","upload","310","2606.26792908","27532","0.24"
"2016-04-14","02:00:08","multicloud","aws","python","upload","310","2295.79114914","19236","0.1"
"2016-04-14","02:00:11","nativa","aws","python","upload","310","3012.71414757","27508","0.24"
"2016-04-14","02:00:12","multicloud","aws","python","upload","310","2278.24211121","19272","0.1"
"2016-04-14","02:00:13","nativa","aws","python","upload","310","2400.06518364","27556","0.24"
"2016-04-14","02:00:15","multicloud","aws","python","upload","310","2150.48885345","19252","0.1"
"2016-04-14","02:00:16","nativa","aws","python","upload","310","2654.763937","27576","0.25"
"2016-04-14","02:00:18","multicloud","aws","python","upload","310","2246.34695053","19248","0.11"
"2016-04-14","02:00:19","nativa","aws","python","upload","310","2632.59887695","27552","0.24"
"2016-04-14","02:00:21","multicloud","aws","python","upload","310","2102.99801826","19256","0.1"
"2016-04-14","02:00:22","nativa","aws","python","upload","310","2636.42406464","27600","0.24"
"2016-04-14","02:00:25","nativa","aws","python","upload","310","2365.50807953","27492","0.25"
"2016-04-14","02:00:25","multicloud","aws","python","upload","310","2350.83317757","19256","0.11"
"2016-04-14","02:00:27","nativa","aws","python","upload","310","2307.41596222","27480","0.24"
"2016-04-14","02:00:30","multicloud","aws","python","upload","310","3574.53203201","19272","0.1"
"2016-04-14","02:00:30","nativa","aws","python","upload","310","2576.33709908","27568","0.25"
"2016-04-14","02:00:33","nativa","aws","python","upload","310","2604.58898544","27552","0.25"
"2016-04-14","02:00:33","multicloud","aws","python","upload","310","2361.50884628","19276","0.1"
"2016-04-14","02:00:36","nativa","aws","python","upload","310","2623.31390381","27500","0.24"
"2016-04-14","02:00:37","multicloud","aws","python","upload","310","2158.16688538","19208","0.11"
"2016-04-14","02:00:39","nativa","aws","python","upload","310","2591.57514572","27552","0.24"
"2016-04-14","02:00:41","multicloud","aws","python","upload","310","2367.24901199","19276","0.11"
"2016-04-14","02:00:42","nativa","aws","python","upload","310","2623.1110096","27556","0.26"
"2016-04-14","02:00:44","multicloud","aws","python","upload","310","2112.63203621","19328","0.1"
"2016-04-14","02:00:45","nativa","aws","python","upload","310","2514.95409012","27508","0.24"
"2016-04-14","02:00:48","nativa","aws","python","upload","310","2515.2220726","27544","0.25"
"2016-04-14","02:00:50","nativa","aws","python","upload","310","2557.71183968","27556","0.24"
"2016-04-14","02:00:51","multicloud","aws","python","upload","310","2143.45502853","19216","0.11"
"2016-04-14","02:00:53","nativa","aws","python","upload","310","2602.4928093","27492","0.24"
"2016-04-14","02:00:55","multicloud","aws","python","upload","310","2584.46192741","19304","0.11"
"2016-04-14","02:00:56","nativa","aws","python","upload","310","2533.63513947","27568","0.24"
"2016-04-14","02:00:58","multicloud","aws","python","upload","310","2247.15304375","19188","0.11"
"2016-04-14","02:00:59","nativa","aws","python","upload","310","2321.57683372","27504","0.25"
"2016-04-14","02:01:01","nativa","aws","python","upload","310","2376.50513649","27600","0.24"
"2016-04-14","02:01:02","multicloud","aws","python","upload","310","2598.76608849","19260","0.11"
"2016-04-14","02:01:05","nativa","aws","python","upload","310","3346.90880775","27548","0.24"
"2016-04-14","02:01:06","multicloud","aws","python","upload","310","2409.86013412","19252","0.1"
"2016-04-14","02:01:08","nativa","aws","python","upload","310","2653.90992165","27572","0.25"
"2016-04-14","02:01:09","multicloud","aws","python","upload","310","2368.73912811","19340","0.1"
"2016-04-14","02:01:11","nativa","aws","python","upload","310","2408.27393532","27472","0.25"
"2016-04-14","02:01:13","multicloud","aws","python","upload","310","2417.96088219","19200","0.1"
"2016-04-14","02:01:14","nativa","aws","python","upload","310","2635.76793671","27532","0.24"
"2016-04-14","02:01:16","multicloud","aws","python","upload","310","2305.25016785","19180","0.11"
"2016-04-14","02:01:17","nativa","aws","python","upload","310","2681.16807938","27596","0.24"
"2016-04-14","02:01:20","multicloud","aws","python","upload","310","2304.7170639","19204","0.11"
"2016-04-14","02:01:20","nativa","aws","python","upload","310","2861.88602448","27600","0.24"
"2016-04-14","02:01:23","nativa","aws","python","upload","310","2610.88085175","27508","0.25"
"2016-04-14","02:01:23","multicloud","aws","python","upload","310","2107.35082626","19276","0.11"
"2016-04-14","02:01:26","nativa","aws","python","upload","310","2544.97408867","27560","0.25"
"2016-04-14","02:01:26","multicloud","aws","python","upload","310","2189.62407112","19260","0.1"
"2016-04-14","02:01:28","nativa","aws","python","upload","310","2647.61710167","27508","0.25"
"2016-04-14","02:01:30","multicloud","aws","python","upload","310","2321.51412964","19188","0.11"
"2016-04-14","02:01:31","nativa","aws","python","upload","310","2266.46113396","27496","0.24"
"2016-04-14","02:01:34","multicloud","aws","python","upload","310","2360.20612717","19256","0.11"
"2016-04-14","02:01:34","nativa","aws","python","upload","310","2818.45521927","27564","0.24"
"2016-04-14","02:01:37","multicloud","aws","python","upload","310","2137.80093193","19272","0.1"
"2016-04-14","02:01:40","nativa","aws","python","upload","310","2618.44182014","27532","0.25"
"2016-04-14","02:01:40","multicloud","aws","python","upload","310","2123.86703491","19264","0.1"
"2016-04-14","02:01:43","nativa","aws","python","upload","310","2634.39393044","27552","0.24"
"2016-04-14","02:01:44","multicloud","aws","python","upload","310","2149.2600441","19220","0.11"
"2016-04-14","02:01:46","nativa","aws","python","upload","310","2608.0930233","27564","0.25"
"2016-04-14","02:01:47","multicloud","aws","python","upload","310","2443.23706627","19272","0.11"
"2016-04-14","02:01:49","nativa","aws","python","upload","310","2619.69304085","27500","0.24"
"2016-04-14","02:01:51","multicloud","aws","python","upload","310","2334.76305008","19308","0.11"
"2016-04-14","02:01:51","nativa","aws","python","upload","310","2367.47503281","27500","0.25"
"2016-04-14","02:01:54","nativa","aws","python","upload","310","2579.15210724","27552","0.24"
"2016-04-14","02:01:55","multicloud","aws","python","upload","310","2326.18308067","19276","0.11"
"2016-04-14","02:01:57","nativa","aws","python","upload","310","2344.56205368","27468","0.25"
"2016-04-14","02:01:58","multicloud","aws","python","upload","310","2194.32616234","19140","0.1"
"2016-04-14","02:02:00","nativa","aws","python","upload","310","2535.0959301","27572","0.24"
"2016-04-14","02:02:01","multicloud","aws","python","upload","310","2361.78588867","19284","0.1"
"2016-04-14","02:02:02","nativa","aws","python","upload","310","2395.85709572","27572","0.25"
"2016-04-14","02:02:05","multicloud","aws","python","upload","310","2386.80791855","19340","0.11"
"2016-04-14","02:02:05","nativa","aws","python","upload","310","2596.78697586","27568","0.24"
"2016-04-14","02:02:08","nativa","aws","python","upload","310","2572.25394249","27492","0.25"
"2016-04-14","02:02:09","multicloud","aws","python","upload","310","2361.70601845","19328","0.11"
"2016-04-14","02:02:11","nativa","aws","python","upload","310","2374.07493591","27556","0.25"
"2016-04-14","02:02:12","multicloud","aws","python","upload","310","2301.63407326","19232","0.11"
"2016-04-14","02:02:14","nativa","aws","python","upload","310","2618.16596985","27544","0.25"
"2016-04-14","02:02:15","multicloud","aws","python","upload","310","2059.01908875","19248","0.11"
"2016-04-14","02:02:17","nativa","aws","python","upload","310","2575.09708405","27564","0.25"
"2016-04-14","02:02:19","multicloud","aws","python","upload","310","2029.50310707","19232","0.1"
"2016-04-14","02:02:20","nativa","aws","python","upload","310","2847.77998924","27568","0.25"
"2016-04-14","02:02:22","multicloud","aws","python","upload","310","2166.4390564","19328","0.11"
"2016-04-14","02:02:23","nativa","aws","python","upload","310","2898.55504036","27472","0.24"
"2016-04-14","02:02:26","multicloud","aws","python","upload","310","2321.01511955","19208","0.1"
"2016-04-14","02:02:26","nativa","aws","python","upload","310","2604.28619385","27468","0.24"
"2016-04-14","02:02:29","nativa","aws","python","upload","310","2585.25300026","27492","0.25"
"2016-04-14","02:02:29","multicloud","aws","python","upload","310","2247.42412567","19248","0.11"
"2016-04-14","02:02:31","nativa","aws","python","upload","310","2369.1649437","27564","0.25"
"2016-04-14","02:02:32","multicloud","aws","python","upload","310","2060.07313728","19304","0.1"
"2016-04-14","02:02:34","nativa","aws","python","upload","310","2366.22190475","27572","0.24"
"2016-04-14","02:02:36","multicloud","aws","python","upload","310","2369.92001534","19140","0.11"
"2016-04-14","02:02:37","nativa","aws","python","upload","310","2659.73496437","27472","0.24"
"2016-04-14","02:02:39","multicloud","aws","python","upload","310","2301.45978928","19220","0.11"
"2016-04-14","02:02:40","nativa","aws","python","upload","310","2606.05287552","27496","0.25"
"2016-04-14","02:02:43","multicloud","aws","python","upload","310","2328.16386223","19340","0.1"
"2016-04-14","02:02:45","nativa","aws","python","upload","310","2310.44983864","27504","0.24"
"2016-04-14","02:02:46","multicloud","aws","python","upload","310","2311.02514267","19220","0.11"
"2016-04-14","02:02:48","nativa","aws","python","upload","310","2785.17007828","27600","0.24"
"2016-04-14","02:02:50","multicloud","aws","python","upload","310","2280.35497665","19332","0.11"
"2016-04-14","02:02:51","nativa","aws","python","upload","310","2603.47604752","27484","0.24"
"2016-04-14","02:02:53","multicloud","aws","python","upload","310","2269.20604706","19192","0.1"
"2016-04-14","02:02:54","nativa","aws","python","upload","310","2651.84593201","27556","0.24"
"2016-04-14","02:02:57","multicloud","aws","python","upload","310","2338.8440609","19220","0.11"
"2016-04-14","02:02:57","nativa","aws","python","upload","310","2571.46692276","27544","0.24"
"2016-04-14","02:03:00","nativa","aws","python","upload","310","2577.1150589","27596","0.25"
"2016-04-14","02:03:00","multicloud","aws","python","upload","310","2340.63005447","19260","0.11"
"2016-04-14","02:03:03","nativa","aws","python","upload","310","2595.75510025","27544","0.26"
"2016-04-14","02:03:04","multicloud","aws","python","upload","310","2348.78611565","19248","0.11"
"2016-04-14","02:03:06","nativa","aws","python","upload","310","2651.13997459","27548","0.24"
"2016-04-14","02:03:07","multicloud","aws","python","upload","310","2371.47402763","19292","0.11"
"2016-04-14","02:03:09","nativa","aws","python","upload","310","2679.11887169","27596","0.24"
"2016-04-14","02:03:11","multicloud","aws","python","upload","310","2510.96510887","19332","0.1"
"2016-04-14","02:03:12","nativa","aws","python","upload","310","2653.24997902","27500","0.24"
"2016-04-14","02:03:15","multicloud","aws","python","upload","310","2124.30214882","19236","0.1"
"2016-04-14","02:03:15","nativa","aws","python","upload","310","2638.28778267","27496","0.25"
"2016-04-14","02:03:17","nativa","aws","python","upload","310","2340.1260376","27500","0.24"
"2016-04-14","02:03:18","multicloud","aws","python","upload","310","2098.92702103","19252","0.11"
"2016-04-14","02:03:20","nativa","aws","python","upload","310","2892.04216003","27476","0.23"
"2016-04-14","02:03:21","multicloud","aws","python","upload","310","2300.62007904","19308","0.11"
"2016-04-14","02:03:23","nativa","aws","python","upload","310","2389.79697227","27500","0.25"
"2016-04-14","02:03:25","multicloud","aws","python","upload","310","2426.83696747","19264","0.11"
"2016-04-14","02:03:26","nativa","aws","python","upload","310","2529.19721603","27496","0.25"
"2016-04-14","02:03:28","multicloud","aws","python","upload","310","2372.77388573","19216","0.11"
"2016-04-14","02:03:29","nativa","aws","python","upload","310","2812.63494492","27504","0.24"
"2016-04-14","02:03:32","multicloud","aws","python","upload","310","2131.88385963","19304","0.11"
"2016-04-14","02:03:32","nativa","aws","python","upload","310","2810.61291695","27484","0.25"
"2016-04-14","02:03:35","nativa","aws","python","upload","310","2612.96701431","27576","0.25"
"2016-04-14","02:03:35","multicloud","aws","python","upload","310","2325.92010498","19304","0.1"
"2016-04-14","02:03:38","nativa","aws","python","upload","310","2597.86701202","27496","0.24"
"2016-04-14","02:03:38","multicloud","aws","python","upload","310","2086.48204803","19216","0.11"
"2016-04-14","02:03:41","nativa","aws","python","upload","310","2624.02701378","27572","0.25"
"2016-04-14","02:03:42","multicloud","aws","python","upload","310","2374.93491173","19260","0.1"
"2016-04-14","02:03:44","nativa","aws","python","upload","310","2664.10803795","27560","0.24"
"2016-04-14","02:03:46","multicloud","aws","python","upload","310","2327.32701302","19248","0.11"
"2016-04-14","02:03:47","nativa","aws","python","upload","310","2597.17106819","27564","0.24"
"2016-04-14","02:03:49","multicloud","aws","python","upload","310","2605.99398613","19208","0.11"
"2016-04-14","02:03:50","nativa","aws","python","upload","310","2544.90995407","27468","0.25"
"2016-04-14","02:03:52","nativa","aws","python","upload","310","2631.8230629","27568","0.24"
"2016-04-14","02:03:53","multicloud","aws","python","upload","310","2317.31414795","19256","0.1"
"2016-04-14","02:03:55","nativa","aws","python","upload","310","2550.83799362","27504","0.24"
"2016-04-14","02:03:56","multicloud","aws","python","upload","310","2073.24504852","19252","0.1"
"2016-04-14","02:03:58","nativa","aws","python","upload","310","2328.90105247","27496","0.24"
"2016-04-14","02:03:59","multicloud","aws","python","upload","310","2098.89006615","19272","0.1"
"2016-04-14","02:04:01","nativa","aws","python","upload","310","2687.12496758","27564","0.24"
"2016-04-14","02:04:03","multicloud","aws","python","upload","310","2139.31679726","19216","0.1"
"2016-04-14","02:04:04","nativa","aws","python","upload","310","2330.85608482","27584","0.24"
"2016-04-14","02:04:06","multicloud","aws","python","upload","310","2365.15688896","19328","0.11"
"2016-04-14","02:04:06","nativa","aws","python","upload","310","2609.79700089","27548","0.25"
"2016-04-14","02:04:09","nativa","aws","python","upload","310","2500.90098381","27496","0.25"
"2016-04-14","02:04:10","multicloud","aws","python","upload","310","2106.63294792","19204","0.11"
"2016-04-14","02:04:13","nativa","aws","python","upload","310","3115.82398415","27592","0.24"
"2016-04-14","02:04:13","multicloud","aws","python","upload","310","2326.21407509","19140","0.12"
"2016-04-14","02:04:15","nativa","aws","python","upload","310","2352.25987434","27496","0.24"
"2016-04-14","02:04:17","multicloud","aws","python","upload","310","2111.86695099","19232","0.11"
"2016-04-14","02:04:18","nativa","aws","python","upload","310","2576.63393021","27532","0.25"
"2016-04-14","02:04:20","multicloud","aws","python","upload","310","2141.20697975","19220","0.1"
"2016-04-14","02:04:21","nativa","aws","python","upload","310","2543.79606247","27548","0.24"
"2016-04-14","02:04:23","multicloud","aws","python","upload","310","2185.9588623","19264","0.1"
"2016-04-14","02:04:24","nativa","aws","python","upload","310","2557.95192719","27568","0.24"
"2016-04-14","02:04:27","multicloud","aws","python","upload","310","2086.37404442","19252","0.1"
"2016-04-14","02:04:27","nativa","aws","python","upload","310","2655.72094917","27468","0.24"
"2016-04-14","02:04:30","nativa","aws","python","upload","310","2659.78384018","27472","0.24"
"2016-04-14","02:04:30","multicloud","aws","python","upload","310","2375.54478645","19276","0.11"
"2016-04-14","02:04:33","nativa","aws","python","upload","310","2562.1240139","27600","0.24"
"2016-04-14","02:04:34","multicloud","aws","python","upload","310","2297.50704765","19304","0.11"
"2016-04-14","02:04:35","nativa","aws","python","upload","310","2560.79411507","27528","0.24"
"2016-04-14","02:04:37","multicloud","aws","python","upload","310","2288.67602348","19216","0.1"
"2016-04-14","02:04:38","nativa","aws","python","upload","310","2593.57404709","27548","0.24"
"2016-04-14","02:04:41","multicloud","aws","python","upload","310","2150.52509308","19140","0.1"
"2016-04-14","02:04:42","nativa","aws","python","upload","310","2824.82385635","27500","0.24"
"2016-04-14","02:04:44","multicloud","aws","python","upload","310","2262.04919815","19272","0.11"
"2016-04-14","02:04:44","nativa","aws","python","upload","310","2607.15699196","27528","0.24"
"2016-04-14","02:04:47","nativa","aws","python","upload","310","2604.91299629","27552","0.24"
"2016-04-14","02:04:47","multicloud","aws","python","upload","310","2105.5150032","19220","0.1"
"2016-04-14","02:04:50","nativa","aws","python","upload","310","2571.3429451","27500","0.25"
"2016-04-14","02:04:51","multicloud","aws","python","upload","310","2036.42916679","19188","0.11"
"2016-04-14","02:04:54","multicloud","aws","python","upload","310","2311.92994118","19204","0.11"
"2016-04-14","02:04:58","multicloud","aws","python","upload","310","2412.2300148","19272","0.1"
"2016-04-14","02:05:01","multicloud","aws","python","upload","310","2255.98096848","19336","0.11"
"2016-04-14","02:05:04","multicloud","aws","python","upload","310","2045.12786865","19304","0.11"
"2016-04-14","02:05:08","multicloud","aws","python","upload","310","2128.64208221","19192","0.1"
"2016-04-14","02:05:11","multicloud","aws","python","upload","310","2287.59479523","19272","0.11"
"2016-04-14","02:05:14","multicloud","aws","python","upload","310","2244.57001686","19204","0.1"
"2016-04-14","02:05:18","multicloud","aws","python","upload","310","2267.14897156","19264","0.11"
"2016-04-14","02:05:21","multicloud","aws","python","upload","310","2132.83896446","19324","0.11"
"2016-04-14","02:05:24","multicloud","aws","python","upload","310","2241.10198021","19208","0.11"
"2016-04-14","02:05:28","multicloud","aws","python","upload","310","2291.17012024","19188","0.1"
"2016-04-14","02:05:31","multicloud","aws","python","upload","310","2279.2069912","19336","0.1"
"2016-04-14","02:05:34","multicloud","aws","python","upload","310","2004.42504883","19208","0.1"
"2016-04-14","02:05:37","multicloud","aws","python","upload","310","2271.92783356","19324","0.11"
"2016-04-14","02:05:41","multicloud","aws","python","upload","310","2330.0409317","19304","0.1"
"2016-04-14","02:05:44","multicloud","aws","python","upload","310","2267.24290848","19252","0.11"
"2016-04-14","02:05:48","multicloud","aws","python","upload","310","2105.21817207","19232","0.11"
"2016-04-14","03:30:08","nativa","aws","python","download","310","5800.05788803","27580","0.25"
"2016-04-14","03:30:14","nativa","aws","python","download","310","5545.13597488","27484","0.24"
"2016-04-14","03:30:16","multicloud","aws","python","download","310","6904.28304672","19076","0.15"
"2016-04-14","03:30:19","nativa","aws","python","download","310","4954.69498634","27484","0.26"
"2016-04-14","03:30:25","nativa","aws","python","download","310","5527.73499489","27540","0.26"
"2016-04-14","03:30:26","multicloud","aws","python","download","310","8803.40003967","19064","0.14"
"2016-04-14","03:30:31","nativa","aws","python","download","310","5112.64514923","27484","0.25"
"2016-04-14","03:30:35","multicloud","aws","python","download","310","7291.70179367","19092","0.15"
"2016-04-14","03:30:37","nativa","aws","python","download","310","5645.2589035","27496","0.25"
"2016-04-14","03:30:43","multicloud","aws","python","download","310","6712.65101433","19080","0.14"
"2016-04-14","03:30:44","nativa","aws","python","download","310","6687.2279644","27488","0.24"
"2016-04-14","03:30:49","nativa","aws","python","download","310","4987.53809929","27552","0.25"
"2016-04-14","03:30:50","multicloud","aws","python","download","310","6479.22897339","19080","0.15"
"2016-04-14","03:30:55","nativa","aws","python","download","310","5627.06494331","27520","0.25"
"2016-04-14","03:30:59","multicloud","aws","python","download","310","7052.19602585","18960","0.14"
"2016-04-14","03:31:01","nativa","aws","python","download","310","5597.80788422","27480","0.25"
"2016-04-14","03:31:07","nativa","aws","python","download","310","5913.62810135","27480","0.26"
"2016-04-14","03:31:07","multicloud","aws","python","download","310","7054.11815643","19004","0.14"
"2016-04-14","03:31:13","nativa","aws","python","download","310","5625.9188652","27564","0.24"
"2016-04-14","03:31:15","multicloud","aws","python","download","310","6374.71699715","19072","0.15"
"2016-04-14","03:31:18","nativa","aws","python","download","310","4953.47309113","27584","0.25"
"2016-04-14","03:31:22","multicloud","aws","python","download","310","6456.42900467","19076","0.15"
"2016-04-14","03:31:23","nativa","aws","python","download","310","5011.80696487","27540","0.26"
"2016-04-14","03:31:29","nativa","aws","python","download","310","5234.44509506","27536","0.25"
"2016-04-14","03:31:30","multicloud","aws","python","download","310","7018.47505569","19024","0.15"
"2016-04-14","03:31:35","nativa","aws","python","download","310","5611.69505119","27488","0.25"
"2016-04-14","03:31:38","multicloud","aws","python","download","310","6291.83697701","19032","0.14"
"2016-04-14","03:31:41","nativa","aws","python","download","310","5484.78007317","27516","0.25"
"2016-04-14","03:31:46","multicloud","aws","python","download","310","6482.56802559","19088","0.13"
"2016-04-14","03:31:46","nativa","aws","python","download","310","5502.83813477","27456","0.25"
"2016-04-14","03:31:52","nativa","aws","python","download","310","5714.52379227","27556","0.25"
"2016-04-14","03:31:54","multicloud","aws","python","download","310","6965.72184563","19092","0.15"
"2016-04-14","03:31:58","nativa","aws","python","download","310","5023.94580841","27560","0.25"
"2016-04-14","03:32:01","multicloud","aws","python","download","310","6479.22801971","19032","0.15"
"2016-04-14","03:32:04","nativa","aws","python","download","310","5529.32500839","27528","0.24"
"2016-04-14","03:32:09","nativa","aws","python","download","310","5281.96501732","27560","0.25"
"2016-04-14","03:32:10","multicloud","aws","python","download","310","7014.90402222","19036","0.14"
"2016-04-14","03:32:15","nativa","aws","python","download","310","5492.26713181","27544","0.25"
"2016-04-14","03:32:18","multicloud","aws","python","download","310","7319.52619553","19080","0.14"
"2016-04-14","03:32:21","nativa","aws","python","download","310","5366.63794518","27468","0.25"
"2016-04-14","03:32:26","nativa","aws","python","download","310","5506.08301163","27456","0.25"
"2016-04-14","03:32:32","nativa","aws","python","download","310","5638.65113258","27488","0.25"
"2016-04-14","03:32:35","multicloud","aws","python","download","310","7002.97307968","19076","0.15"
"2016-04-14","03:32:38","nativa","aws","python","download","310","5397.78113365","27548","0.26"
"2016-04-14","03:32:43","multicloud","aws","python","download","310","6892.33589172","19088","0.15"
"2016-04-14","03:32:44","nativa","aws","python","download","310","5665.72093964","27604","0.25"
"2016-04-14","03:32:50","nativa","aws","python","download","310","5505.00321388","27552","0.25"
"2016-04-14","03:32:51","multicloud","aws","python","download","310","7122.74599075","19156","0.15"
"2016-04-14","03:32:56","nativa","aws","python","download","310","5574.51200485","27484","0.26"
"2016-04-14","03:32:59","multicloud","aws","python","download","310","6849.3180275","19172","0.14"
"2016-04-14","03:33:01","nativa","aws","python","download","310","5492.27190018","27480","0.24"
"2016-04-14","03:33:07","nativa","aws","python","download","310","5475.12698174","27544","0.25"
"2016-04-14","03:33:07","multicloud","aws","python","download","310","6949.28407669","19080","0.14"
"2016-04-14","03:33:13","nativa","aws","python","download","310","5713.60588074","27580","0.25"
"2016-04-14","03:33:15","multicloud","aws","python","download","310","6635.14089584","19020","0.15"
"2016-04-14","03:33:19","nativa","aws","python","download","310","5625.71191788","27532","0.26"
"2016-04-14","03:33:24","multicloud","aws","python","download","310","6973.63901138","19048","0.15"
"2016-04-14","03:33:25","nativa","aws","python","download","310","5584.97405052","27532","0.25"
"2016-04-14","03:33:30","nativa","aws","python","download","310","4954.00190353","27484","0.26"
"2016-04-14","03:33:32","multicloud","aws","python","download","310","7073.168993","19020","0.15"
"2016-04-14","03:33:36","nativa","aws","python","download","310","5584.1448307","27560","0.25"
"2016-04-14","03:33:40","multicloud","aws","python","download","310","6997.74980545","19064","0.15"
"2016-04-14","03:33:42","nativa","aws","python","download","310","5233.08801651","27456","0.25"
"2016-04-14","03:33:47","nativa","aws","python","download","310","5414.71004486","27480","0.25"
"2016-04-14","03:33:48","multicloud","aws","python","download","310","6484.9050045","19076","0.14"
"2016-04-14","03:33:53","nativa","aws","python","download","310","5544.11792755","27452","0.25"
"2016-04-14","03:33:56","multicloud","aws","python","download","310","6910.70795059","19144","0.15"
"2016-04-14","03:33:59","nativa","aws","python","download","310","5620.24211884","27520","0.25"
"2016-04-14","03:34:04","multicloud","aws","python","download","310","7062.43610382","19120","0.14"
"2016-04-14","03:34:05","nativa","aws","python","download","310","5489.75896835","27472","0.26"
"2016-04-14","03:34:11","nativa","aws","python","download","310","5557.13295937","27516","0.25"
"2016-04-14","03:34:12","multicloud","aws","python","download","310","6665.84706306","19064","0.15"
"2016-04-14","03:34:17","nativa","aws","python","download","310","5518.9011097","27492","0.25"
"2016-04-14","03:34:20","multicloud","aws","python","download","310","6959.60187912","19156","0.15"
"2016-04-14","03:34:23","nativa","aws","python","download","310","5611.37104034","27456","0.24"
"2016-04-14","03:34:27","multicloud","aws","python","download","310","6433.74705315","19068","0.14"
"2016-04-14","03:34:28","nativa","aws","python","download","310","5533.93006325","27484","0.25"
"2016-04-14","03:34:34","nativa","aws","python","download","310","5422.15800285","27484","0.25"
"2016-04-14","03:34:36","multicloud","aws","python","download","310","7405.74383736","19124","0.15"
"2016-04-14","03:34:40","nativa","aws","python","download","310","5149.83487129","27548","0.25"
"2016-04-14","03:34:44","multicloud","aws","python","download","310","6741.49298668","19052","0.14"
"2016-04-14","03:34:45","nativa","aws","python","download","310","5446.18797302","27484","0.25"
"2016-04-14","03:34:51","nativa","aws","python","download","310","5517.57097244","27468","0.26"
"2016-04-14","03:34:53","multicloud","aws","python","download","310","7988.26503754","19076","0.15"
"2016-04-14","03:34:58","nativa","aws","python","download","310","6440.73414803","27552","0.25"
"2016-04-14","03:35:01","multicloud","aws","python","download","310","6518.56899261","19144","0.14"
"2016-04-14","03:35:03","nativa","aws","python","download","310","5118.27111244","27484","0.25"
"2016-04-14","03:35:09","nativa","aws","python","download","310","5051.82409286","27484","0.24"
"2016-04-14","03:35:09","multicloud","aws","python","download","310","6927.03580856","19020","0.14"
"2016-04-14","03:35:14","nativa","aws","python","download","310","5533.01501274","27540","0.25"
"2016-04-14","03:35:17","multicloud","aws","python","download","310","6932.82008171","19152","0.15"
"2016-04-14","03:35:20","nativa","aws","python","download","310","5561.67793274","27552","0.25"
"2016-04-14","03:35:25","multicloud","aws","python","download","310","7021.49105072","19080","0.15"
"2016-04-14","03:35:26","nativa","aws","python","download","310","5563.51494789","27484","0.25"
"2016-04-14","03:35:32","nativa","aws","python","download","310","5614.77994919","27488","0.25"
"2016-04-14","03:35:34","multicloud","aws","python","download","310","7148.96416664","19152","0.16"
"2016-04-14","03:35:38","nativa","aws","python","download","310","5548.19703102","27488","0.25"
"2016-04-14","03:35:42","multicloud","aws","python","download","310","6974.807024","19144","0.15"
"2016-04-14","03:35:44","nativa","aws","python","download","310","5447.00694084","27528","0.25"
"2016-04-14","03:35:50","nativa","aws","python","download","310","5591.40992165","27552","0.25"
"2016-04-14","03:35:50","multicloud","aws","python","download","310","7057.67011642","19152","0.15"
"2016-04-14","03:35:55","nativa","aws","python","download","310","5528.00107002","27452","0.25"
"2016-04-14","03:35:58","multicloud","aws","python","download","310","6575.62303543","19068","0.14"
"2016-04-14","03:36:02","nativa","aws","python","download","310","5978.22880745","27472","0.25"
"2016-04-14","03:36:06","multicloud","aws","python","download","310","6889.13393021","19080","0.14"
"2016-04-14","03:36:07","nativa","aws","python","download","310","5512.21704483","27488","0.25"
"2016-04-14","03:36:13","nativa","aws","python","download","310","5605.65090179","27480","0.25"
"2016-04-14","03:36:14","multicloud","aws","python","download","310","6953.9501667","19052","0.14"
"2016-04-14","03:36:19","nativa","aws","python","download","310","5072.8521347","27484","0.25"
"2016-04-14","03:36:22","multicloud","aws","python","download","310","6343.03402901","19072","0.14"
"2016-04-14","03:36:24","nativa","aws","python","download","310","5173.25997353","27584","0.25"
